Apex Gaming,NA,Malzahar,127
Apex Gaming,NA,Rek'Sai,127
Apex Gaming,NA,Sivir,127
Team SoloMid,NA,Shen,128
Team SoloMid,NA,Hecarim,128
Team SoloMid,NA,Gangplank,128
Phoenix1,NA,Taliyah,128
Phoenix1,NA,Vladimir,128
Phoenix1,NA,Karma,128
Apex Gaming,NA,Ashe,129
Apex Gaming,NA,Malzahar,129
Apex Gaming,NA,Rek'Sai,129
Immortals,NA,Nidalee,129
Immortals,NA,Sivir,129
Immortals,NA,Taliyah,129
Counter Logic Gaming,NA,Shen,130
Counter Logic Gaming,NA,Hecarim,130
Counter Logic Gaming,NA,Vladimir,130
Team Liquid,NA,Soraka,130
Team Liquid,NA,Malzahar,130
Team Liquid,NA,Jax,130
Cloud9,NA,Karma,131
Cloud9,NA,Trundle,131
Cloud9,NA,Sivir,131
Team EnVyUs,NA,Shen,131
Team EnVyUs,NA,Taliyah,131
Team EnVyUs,NA,Rek'Sai,131
Team Liquid,NA,Malzahar,132
Team Liquid,NA,Soraka,132
Team Liquid,NA,Sivir,132
Counter Logic Gaming,NA,Shen,132
Counter Logic Gaming,NA,Hecarim,132
Counter Logic Gaming,NA,Vladimir,132
Counter Logic Gaming,NA,Shen,133
Counter Logic Gaming,NA,Hecarim,133
Counter Logic Gaming,NA,Rek'Sai,133
Team Liquid,NA,Malzahar,133
Team Liquid,NA,Soraka,133
